Mon,Item,Move 1,Move 2,Move 3,Move 4
Machamp,Quick Claw,Cross Chop,Earthquake,Thunder Punch,Fire Punch
Victreebel,Payapa Berry,Leaf Storm,Sludge Bomb,Sleep Powder,Gastro Acid
Victreebel,Black Sludge,Seed Bomb,Spit Up,Swallow,Stockpile
Victreebel,Power Herb,Sludge Bomb,Solar Beam,Hyper Beam,Synthesis
Victreebel,Focus Band,Solar Beam,Sludge Bomb,Wring Out,Sunny Day
Tentacruel,Wacan Berry,Surf,Sludge Bomb,Icy Wind,Barrier
Tentacruel,Black Sludge,Toxic,Giga Drain,Attract,Confuse Ray
Tentacruel,Focus Sash,Surf,Sludge Bomb,Giga Drain,Mirror Coat
Tentacruel,Scope Lens,Hydro Pump,Sludge Bomb,Ice Beam,Wring Out
Golem,Focus Band,Earthquake,Rock Slide,Sucker Punch,Sandstorm
Golem,White Herb,Earthquake,Superpower,Fire Punch,Thunder Punch
Golem,Iron Ball,Gyro Ball,Earthquake,Hammer Arm,Fling
Golem,Quick Claw,Earthquake,Stone Edge,Gyro Ball,Explosion
Rapidash,Chesto Berry,Fire Blast,Solar Beam,Sunny Day,Rest
Rapidash,White Herb,Overheat,Solar Beam,Swift,Sunny Day
Rapidash,Bright Powder,Flare Blitz,Poison Jab,Iron Tail,Horn Drill
Rapidash,Chesto Berry,Flare Blitz,Megahorn,Double-Edge,Hypnosis
Slowbro,Chesto Berry,Psychic,Surf,Calm Mind,Yawn
Slowbro,Expert Belt,Zen Headbutt,Aqua Tail,Earthquake,Avalanche
Slowbro,Choice Specs,Psychic,Flamethrower,Shadow Ball,Signal Beam
Slowbro,Leftovers,Psychic,Surf,Ice Beam,Trick Room
Dewgong,Razor Fang,Waterfall,Avalanche,Headbutt,Fake Out
Dewgong,Wacan Berry,Ice Beam,Signal Beam,Encore,Disable
Dewgong,Salac Berry,Sheer Cold,Horn Drill,Rest,Sleep Talk
Dewgong,Chesto Berry,Surf,Ice Beam,Signal Beam,Rest
Muk,Black Sludge,Poison Jab,Shadow Sneak,Minimize,Acid Armor
Muk,Expert Belt,Poison Jab,Fire Punch,Thunder Punch,Ice Punch
Muk,Zoom Lens,Gunk Shot,Payback,Shadow Sneak,Curse
Muk,Quick Claw,Gunk Shot,Shadow Sneak,Brick Break,Explosion
Gengar,Payapa Berry,Shadow Ball,Sludge Bomb,Spite,Confuse Ray
Gengar,Life Orb,Shadow Ball,Dream Eater,Hypnosis,Substitute
Gengar,Scope Lens,Psychic,Energy Ball,Focus Blast,Confuse Ray
Gengar,Lum Berry,Shadow Ball,Sludge Bomb,Thunderbolt,Destiny Bond
Hypno,Iron Ball,Psycho Cut,Fling,Hypnosis,Trick Room
Hypno,Persim Berry,Dream Eater,Nightmare,Drain Punch,Hypnosis
Hypno,Sitrus Berry,Zen Headbutt,Fire Punch,Thunder Punch,Ice Punch
Hypno,Choice Specs,Psychic,Shadow Ball,Signal Beam,Focus Blast
Electrode,Chesto Berry,Thunderbolt,Swift,Thunder Wave,Light Screen
Electrode,Bright Powder,Charge Beam,Thunder Wave,Flash,Swagger
Electrode,Damp Rock,Thunder,Hyper Beam,Magnet Rise,Rain Dance
Electrode,Focus Sash,Thunderbolt,Signal Beam,Explosion,Mirror Coat
Exeggutor,Bright Powder,Solar Beam,Psychic,Synthesis,Sunny Day
Exeggutor,Lum Berry,Dream Eater,Hypnosis,Leech Seed,Ingrain
Exeggutor,Focus Sash,Wood Hammer,Zen Headbutt,Trick Room,Explosion
Exeggutor,Expert Belt,Leaf Storm,Psychic,Sludge Bomb,Ancient Power
Marowak,Razor Claw,Bone Rush,Brick Break,Iron Tail,Sandstorm
Marowak,Thick Club,Bone Rush,Fire Punch,Thunder Punch,Rock Slide
Marowak,Thick Club,Earthquake,Giga Impact,Outrage,Fire Punch
Marowak,Thick Club,Earthquake,Stone Edge,Iron Head,Thunder Punch
Weezing,Payapa Berry,Sludge Bomb,Dark Pulse,Shock Wave,Grudge
Weezing,Sitrus Berry,Double Hit,Payback,Toxic,Swagger
Weezing,Lax Incense,Sludge Bomb,Thunderbolt,Dark Pulse,Explosion
Weezing,Quick Claw,Sludge Bomb,Flamethrower,Shadow Ball,Destiny Bond
Rhydon,Passho Berry,Earthquake,Rock Slide,Crunch,Scary Face
Rhydon,Focus Sash,Earthquake,Fire Punch,Thunder Punch,Ice Punch
Rhydon,Persim Berry,Outrage,Hammer Arm,Shadow Claw,Avalanche
Rhydon,Quick Claw,Earthquake,Stone Edge,Megahorn,Horn Drill
Kangaskhan,Salac Berry,Double-Edge,Crunch,Reversal,Endure
Kangaskhan,Razor Claw,Dizzy Punch,Fire Punch,Thunder Punch,Ice Punch
Kangaskhan,Life Orb,Double Hit,Hammer Arm,Shadow Claw,Rock Slide
Kangaskhan,Muscle Band,Giga Impact,Earthquake,Crunch,Outrage
Starmie,Lum Berry,Surf,Psychic,Confuse Ray,Thunder Wave
Starmie,Wide Lens,Hydro Pump,Blizzard,Thunder,Recover
Starmie,Wise Glasses,Surf,Psychic,Power Gem,Signal Beam
Starmie,Expert Belt,Surf,Psychic,Thunderbolt,Ice Beam
Mr. Mime,Cheri Berry,Psychic,Signal Beam,Copycat,Mimic
Mr. Mime,Light Clay,Dream Eater,Hypnosis,Light Screen,Reflect
Mr. Mime,Kasib Berry,Psychic,Thunderbolt,Energy Ball,Hyper Beam
Mr. Mime,Choice Specs,Psychic,Charge Beam,Shadow Ball,Focus Blast
Jynx,Chesto Berry,Psychic,Ice Beam,Lovely Kiss,Fake Tears
Jynx,Lax Incense,Dream Eater,Lovely Kiss,Perish Song,Mean Look
Jynx,Expert Belt,Blizzard,Energy Ball,Signal Beam,Wring Out
Jynx,Choice Specs,Ice Beam,Psychic,Focus Blast,Shadow Ball
Pinsir,Coba Berry,X-Scissor,Earthquake,Rock Slide,Swords Dance
Pinsir,Salac Berry,X-Scissor,Revenge,Flail,Endure
Pinsir,Lax Incense,X-Scissor,Superpower,Stone Edge,Giga Impact
Pinsir,Scope Lens,X-Scissor,Earthquake,Close Combat,Guillotine
Tauros,Persim Berry,Thrash,Zen Headbutt,Pursuit,Scary Face
Tauros,Life Orb,Facade,Earthquake,Rock Slide,Payback
Tauros,Lum Berry,Giga Impact,Earthquake,Outrage,Iron Tail
Tauros,Choice Band,Return,Earthquake,Stone Edge,Zen Headbutt
Gyarados,Razor Fang,Aqua Tail,Ice Fang,Bite,Rain Dance
Gyarados,Lum Berry,Waterfall,Ice Fang,Iron Head,Dragon Dance
Gyarados,Persim Berry,Outrage,Waterfall,Stone Edge,Giga Impact
Gyarados,Chesto Berry,Waterfall,Earthquake,Rest,Dragon Dance
Lapras,Leftovers,Aqua Tail,Avalanche,Ice Shard,Curse
Lapras,Quick Claw,Sheer Cold,Perish Song,Sing,Confuse Ray
Lapras,Lum Berry,Waterfall,Outrage,Zen Headbutt,Dragon Dance
Lapras,Bright Powder,Surf,Ice Beam,Psychic,Thunderbolt
Vaporeon,Bright Powder,Surf,Ice Beam,Acid Armor,Baton Pass
Vaporeon,Damp Rock,Hydro Pump,Ice Beam,Acid Armor,Rain Dance
Vaporeon,Leftovers,Muddy Water,Blizzard,Aqua Ring,Yawn
Vaporeon,Expert Belt,Surf,Ice Beam,Shadow Ball,Signal Beam
Jolteon,Focus Sash,Thunderbolt,Thunder Wave,Agility,Baton Pass
Jolteon,Razor Claw,Discharge,Double Kick,Dig,Thunder Wave
Jolteon,Lax Incense,Thunder,Shadow Ball,Rain Dance,Yawn
Jolteon,Razor Fang,Thunderbolt,Hyper Beam,Shadow Ball,Signal Beam
Flareon,Quick Claw,Fire Fang,Superpower,Curse,Baton Pass
Flareon,Salac Berry,Fire Fang,Flail,Endure,Sand Attack
Flareon,White Herb,Overheat,Shadow Ball,Mud-Slap,Will-O-Wisp
Flareon,White Herb,Fire Fang,Giga Impact,Superpower,Bite
Aerodactyl,King's Rock,Rock Slide,Aerial Ace,Torment,Taunt
Aerodactyl,Razor Fang,Bite,Fire Fang,Thunder Fang,Ice Fang
Aerodactyl,Yache Berry,Giga Impact,Earthquake,Rock Slide,Crunch
Aerodactyl,Choice Band,Stone Edge,Aerial Ace,Earthquake,Dragon Claw
Snorlax,Leftovers,Return,Rock Slide,Curse,Yawn
Snorlax,Chesto Berry,Fire Punch,Thunder Punch,Ice Punch,Rest
Snorlax,White Herb,Outrage,Superpower,Gunk Shot,Seed Bomb
Snorlax,Life Orb,Double-Edge,Earthquake,Zen Headbutt,Crunch
Dragonite,Lum Berry,Dragon Claw,Aerial Ace,Thunder Wave,Dragon Dance
Dragonite,Razor Claw,Dragon Rush,Fire Punch,Thunder Punch,Ice Punch
Dragonite,Expert Belt,Draco Meteor,Flamethrower,Thunderbolt,Surf
Dragonite,Choice Band,Outrage,Giga Impact,Earthquake,Superpower
Meganium,Heat Rock,Solar Beam,Ancient Power,Synthesis,Sunny Day
Meganium,Big Root,Giga Drain,Leech Seed,Toxic,Substitute
Meganium,Light Clay,Leaf Storm,Wring Out,Light Screen,Reflect
Meganium,Lax Incense,Frenzy Plant,Ancient Power,Hyper Beam,Light Screen
Typhlosion,Scope Lens,Fire Punch,Thunder Punch,Shadow Claw,Quick Attack
Typhlosion,Salac Berry,Blast Burn,Earthquake,Reversal,Endure
Typhlosion,Shuca Berry,Flare Blitz,Earthquake,Shadow Claw,Aerial Ace
Typhlosion,White Herb,Overheat,Solar Beam,Focus Blast,Sunny Day
Feraligatr,King's Rock,Waterfall,Ice Fang,Rock Slide,Scary Face
Feraligatr,White Herb,Aqua Tail,Superpower,Dragon Claw,Shadow Claw
Feraligatr,Wise Glasses,Hydro Cannon,Ice Beam,Focus Blast,Ancient Power
Feraligatr,Lum Berry,Waterfall,Earthquake,Ice Fang,Dragon Dance
Crobat,Payapa Berry,Cross Poison,Aerial Ace,Roost,Hypnosis
Crobat,Razor Fang,Air Slash,Zen Headbutt,Bite,Twister
Crobat,King's Rock,Air Slash,Sludge Bomb,Heat Wave,Dark Pulse
Crobat,Razor Claw,Cross Poison,Brave Bird,X-Scissor,Zen Headbutt
Lanturn,Rindo Berry,Surf,Discharge,Thunder Wave,Aqua Ring
Lanturn,Lum Berry,Dive,Confuse Ray,Thunder Wave,Attract
Lanturn,Sitrus Berry,Hydro Pump,Thunder,Blizzard,Rain Dance
Lanturn,Expert Belt,Surf,Thunderbolt,Ice Beam,Signal Beam
Ampharos,Shuca Berry,Thunderbolt,Power Gem,Light Screen,Thunder Wave
Ampharos,Cheri Berry,Thunder Punch,Fire Punch,Focus Punch,Thunder Wave
Ampharos,Chesto Berry,Charge Beam,Hyper Beam,Thunder Wave,Rest
Ampharos,Zoom Lens,Thunder,Focus Blast,Signal Beam,Power Gem
Politoed,Lax Incense,Surf,Hyper Voice,Mud Bomb,Swagger
Politoed,Chesto Berry,Dive,Brick Break,Hypnosis,Perish Song
Politoed,Chesto Berry,Waterfall,Earthquake,Belly Drum,Rest
Politoed,Wacan Berry,Hydro Pump,Ice Beam,Psychic,Hypnosis
Quagsire,Rindo Berry,Earthquake,Aqua Tail,Brick Break,Counter
Quagsire,Leftovers,Dive,Yawn,Curse,Amnesia
Quagsire,Quick Claw,Surf,Earth Power,Focus Blast,Sludge Bomb
Quagsire,Muscle Band,Earthquake,Waterfall,Stone Edge,Ice Punch
Espeon,Lum Berry,Psychic,Reflect,Calm Mind,Baton Pass
Espeon,Bright Powder,Psychic,Swift,Charm,Attract
Espeon,Lum Berry,Psychic,Shadow Ball,Hyper Beam,Grass Knot
Espeon,Wise Glasses,Psychic,Shadow Ball,Signal Beam,Morning Sun
Umbreon,Leftovers,Payback,Confuse Ray,Curse,Baton Pass
Umbreon,Leftovers,Toxic,Mean Look,Double Team,Confuse Ray
Umbreon,Lax Incense,Feint Attack,Swagger,Psych Up,Screech
Umbreon,Bright Powder,Payback,Trump Card,Curse,Moonlight
Slowking,Shell Bell,Psychic,Brine,Yawn,Trick Room
Slowking,Quick Claw,Zen Headbutt,Aqua Tail,Earthquake,Curse
Slowking,Lum Berry,Psychic,Shadow Ball,Signal Beam,Focus Blast
Slowking,Wise Glasses,Psychic,Surf,Ice Beam,Flamethrower
Forretress,Occa Berry,Gyro Ball,Bug Bite,Revenge,Counter
Forretress,Sitrus Berry,Payback,Stealth Rock,Toxic Spikes,Spikes
Forretress,Leftovers,Dig,Swagger,Toxic,Double Team
Forretress,Lax Incense,Explosion,Double-Edge,Earthquake,Rock Slide
Steelix,Passho Berry,Earthquake,Iron Head,Crunch,Sandstorm
Steelix,Shuca Berry,Earthquake,Fire Fang,Thunder Fang,Ice Fang
Steelix,Iron Ball,Gyro Ball,Payback,Swagger,Curse
Steelix,Quick Claw,Gyro Ball,Earthquake,Stone Edge,Explosion
Granbull,Razor Claw,Return,Rock Slide,Crunch,Thunder Wave
Granbull,Quick Claw,Facade,Fire Fang,Thunder Fang,Ice Fang
Granbull,Muscle Band,Fire Punch,Thunder Punch,Ice Punch,Payback
Granbull,Life Orb,Giga Impact,Close Combat,Earthquake,Stone Edge
Scizor,Bright Powder,X-Scissor,Bullet Punch,Swords Dance,Baton Pass
Scizor,Sitrus Berry,Metal Claw,Night Slash,Iron Defense,Roost
Scizor,Salac Berry,X-Scissor,Quick Attack,Reversal,Endure
Scizor,Occa Berry,X-Scissor,Iron Head,Aerial Ace,Night Slash
Shuckle,Lax Incense,Stone Edge,Bug Bite,Swagger,Power Trick
Shuckle,Grip Claw,Wrap,Swagger,Attract,Toxic
Shuckle,Lax Incense,Gyro Ball,Substitute,Double Team,Power Trick
Shuckle,Leftovers,Toxic,Substitute,Double Team,Sandstorm
Heracross,Focus Band,Megahorn,Focus Punch,Swagger,Attract
Heracross,Scope Lens,Close Combat,Aerial Ace,Night Slash,Bulk Up
Heracross,Coba Berry,Megahorn,Stone Edge,Facade,Shadow Claw
Heracross,Salac Berry,Megahorn,Earthquake,Reversal,Endure
Ursaring,Focus Sash,Slash,Payback,Avalanche,Counter
Ursaring,Life Orb,Hammer Arm,Fire Punch,Thunder Punch,Ice Punch
Ursaring,Toxic Orb,Facade,Superpower,Crunch,Protect
Ursaring,Quick Claw,Return,Cross Chop,Earthquake,Aerial Ace
Skarmory,Occa Berry,Drill Peck,Steel Wing,Spikes,Roar
Skarmory,Leftovers,Fly,Toxic,Double Team,Roost
Skarmory,Razor Claw,Drill Peck,Slash,Payback,Night Slash
Skarmory,Life Orb,Brave Bird,Steel Wing,X-Scissor,Rock Slide
Houndoom,Focus Sash,Fire Fang,Crunch,Roar,Counter
Houndoom,Focus Sash,Fire Fang,Thunder Fang,Reversal,Endure
Houndoom,Passho Berry,Flamethrower,Shadow Ball,Sludge Bomb,Will-O-Wisp
Houndoom,White Herb,Overheat,Dark Pulse,Solar Beam,Sunny Day
Kingdra,Razor Fang,Surf,Dragon Pulse,SmokeScreen,Rain Dance
Kingdra,Shell Bell,Brine,Ice Beam,Twister,Yawn
Kingdra,Lum Berry,Waterfall,Outrage,Iron Head,Dragon Dance
Kingdra,Wide Lens,Hydro Pump,Draco Meteor,Blizzard,Signal Beam
Donphan,Razor Claw,Earthquake,Rock Slide,Poison Jab,Sandstorm
Donphan,White Herb,Earthquake,Superpower,Gunk Shot,Counter
Donphan,Lax Incense,Earthquake,Gyro Ball,Fire Fang,Thunder Fang
Donphan,Quick Claw,Earthquake,Stone Edge,Seed Bomb,Fissure
Porygon2,Cheri Berry,Tri Attack,Charge Beam,Thunder Wave,Recycle
Porygon2,Iron Ball,Tri Attack,Thunderbolt,Recover,Trick Room
Porygon2,Wise Glasses,Tri Attack,Thunderbolt,Psychic,Ice Beam
Porygon2,Lum Berry,Tri Attack,Signal Beam,Shadow Ball,Ice Beam
Miltank,Cheri Berry,Return,Iron Head,Thunder Wave,Milk Drink
Miltank,Salac Berry,Facade,Zen Headbutt,Reversal,Endure
Miltank,Scope Lens,Dizzy Punch,Fire Punch,Thunder Punch,Ice Punch
Miltank,Muscle Band,Giga Impact,Earthquake,Rock Slide,Zen Headbutt
Blissey,Chople Berry,Hyper Beam,Shadow Ball,Water Pulse,Sing
Blissey,Chesto Berry,Toxic,Double Team,Soft-Boiled,Counter
Blissey,Bright Powder,Flamethrower,Thunderbolt,Ice Beam,Calm Mind
Blissey,Leftovers,Dream Eater,Sing,Soft-Boiled,Counter
Tyranitar,Focus Band,Rock Slide,Payback,Avalanche,Curse
Tyranitar,Choice Scarf,Fire Punch,Thunder Punch,Ice Punch,Aerial Ace
Tyranitar,White Herb,Superpower,Dragon Claw,Shadow Claw,Aqua Tail
Tyranitar,Chople Berry,Stone Edge,Crunch,Earthquake,Dragon Dance

Sceptile,Liechi Berry,Leaf Blade,Crunch,Quick Attack,Screech
Sceptile,Leftovers,Giga Drain,Leech Seed,Toxic,Double Team
Sceptile,Scope Lens,Leaf Blade,X-Scissor,Night Slash,Aerial Ace
Sceptile,Occa Berry,Leaf Storm,Dragon Pulse,Focus Blast,Hyper Beam
Blaziken,Salac Berry,Blaze Kick,Reversal,Aerial Ace,Endure
Blaziken,Bright Powder,Blast Burn,Focus Blast,Solar Beam,Sunny Day
Blaziken,Passho Berry,Blaze Kick,Earthquake,Shadow Claw,Stone Edge
Blaziken,White Herb,Flare Blitz,Superpower,Thunder Punch,Night Slash
Swampert,Shell Bell,Waterfall,Earthquake,Ice Punch,Protect
Swampert,Lum Berry,Aqua Tail,Earthquake,Hammer Arm,Curse
Swampert,Expert Belt,Muddy Water,Earth Power,Ice Beam,Counter
Swampert,Rindo Berry,Earthquake,Aqua Tail,Avalanche,Mirror Coat
Ludicolo,Muscle Band,Waterfall,Razor Leaf,Drain Punch,Swords Dance
Ludicolo,Leftovers,Leech Seed,Toxic,Double Team,Rain Dance
Ludicolo,Wide Lens,Hydro Pump,Grass Knot,Blizzard,Focus Blast
Ludicolo,Lum Berry,Surf,Giga Drain,Ice Beam,Rain Dance
Shiftry,Persim Berry,Seed Bomb,Feint Attack,X-Scissor,Fake Out
Shiftry,Leftovers,Giga Drain,Leech Seed,Double Team,Synthesis
Shiftry,White Herb,Leaf Storm,Dark Pulse,Focus Blast,Shadow Ball
Shiftry,Cheri Berry,Seed Bomb,Sucker Punch,Aerial Ace,Explosion
Gardevoir,Lum Berry,Psychic,Shadow Ball,Thunder Wave,Confuse Ray
Gardevoir,Chesto Berry,Psychic,Thunderbolt,Calm Mind,Rest
Gardevoir,Bright Powder,Psychic,Charge Beam,Energy Ball,Focus Blast
Gardevoir,Wise Glasses,Psychic,Thunderbolt,Shadow Ball,Destiny Bond
Breloom,Focus Sash,Seed Bomb,Sky Uppercut,Rock Slide,Counter
Breloom,Big Root,Drain Punch,Giga Drain,Synthesis,Leech Seed
Breloom,Toxic Orb,Dynamic Punch,Thunder Punch,Stone Edge,Facade
Breloom,Shell Bell,Focus Punch,Seed Bomb,Giga Impact,Spore
Slaking,Lax Incense,Facade,Shadow Claw,Slack Off,Yawn
Slaking,Lum Berry,Crush Claw,Fire Punch,Thunder Punch,Ice Punch
Slaking,Life Orb,Return,Night Slash,Gunk Shot,Aerial Ace
Slaking,Muscle Band,Giga Impact,Earthquake,Hammer Arm,Shadow Claw
Exploud,Chople Berry,Hyper Voice,Extrasensory,Water Pulse,Torment
Exploud,Life Orb,Facade,Fire Punch,Thunder Punch,Ice Punch
Exploud,Life Orb,Facade,Earthquake,Avalanche,Crunch
Exploud,White Herb,Hyper Voice,Overheat,Surf,Ice Beam
Hariyama,Persim Berry,Arm Thrust,Earthquake,Facade,Fake Out
Hariyama,Iron Ball,Revenge,Payback,Fling,Fake Out
Hariyama,Life Orb,Dynamic Punch,Fire Punch,Thunder Punch,Ice Punch
Hariyama,Scope Lens,Cross Chop,Earthquake,Stone Edge,Poison Jab
Aggron,Quick Claw,Iron Head,Rock Slide,Sandstorm,Screech
Aggron,Quick Claw,Metal Claw,Fire Punch,Thunder Punch,Ice Punch
Aggron,Muscle Band,Iron Tail,Dragon Rush,Avalanche,Aerial Ace
Aggron,Focus Sash,Metal Burst,Stone Edge,Earthquake,Shadow Claw
Medicham,Salac Berry,Zen Headbutt,Reversal,Endure,Fake Out
Medicham,Cheri Berry,Drain Punch,Poison Jab,Detect,Recover
Medicham,Wise Glasses,Psychic,Focus Blast,Shadow Ball,Calm Mind
Medicham,Scope Lens,Psycho Cut,Fire Punch,Thunder Punch,Ice Punch
Manectric,Shuca Berry,Thunder Fang,Crunch,Roar,Thunder Wave
Manectric,Damp Rock,Thunder,Hyper Beam,Thunder Wave,Rain Dance
Manectric,Quick Claw,Thunder Fang,Fire Fang,Ice Fang,Bite
Manectric,Bright Powder,Thunderbolt,Flamethrower,Signal Beam,Swift
Wailord,Sitrus Berry,Surf,Ice Beam,Attract,Double Team
Wailord,Chesto Berry,Whirlpool,Toxic,Amnesia,Rest
Wailord,Leftovers,Waterfall,Avalanche,Earthquake,Curse
Wailord,Quick Claw,Hydro Pump,Blizzard,Hyper Beam,Fissure
Flygon,Yache Berry,Earthquake,Dragon Claw,Roost,Sandstorm
Flygon,Razor Fang,Fissure,Fire Punch,Thunder Punch,Aerial Ace
Flygon,White Herb,Draco Meteor,Earth Power,Flamethrower,Giga Drain
Flygon,Lum Berry,Earthquake,Outrage,Crunch,Stone Edge
Altaria,Chesto Berry,Dragon Claw,Aerial Ace,Dragon Dance,Rest
Altaria,Shell Bell,Dragon Pulse,Ominous Wind,Sing,Perish Song
Altaria,Bright Powder,Dragon Rush,Sky Attack,Earthquake,Dragon Dance
Altaria,White Herb,Draco Meteor,Air Cutter,Flamethrower,Ice Beam
Whiscash,Shell Bell,Surf,Earth Power,Icy Wind,Amnesia
Whiscash,Persim Berry,Aqua Tail,Earthquake,Rock Slide,Thrash
Whiscash,Zoom Lens,Hydro Pump,Earth Power,Blizzard,Fissure
Whiscash,Muscle Band,Earthquake,Aqua Tail,Zen Headbutt,Stone Edge
Claydol,Kasib Berry,Earthquake,Zen Headbutt,Grass Knot,Trick Room
Claydol,Rindo Berry,Earth Power,Ancient Power,Signal Beam,Shadow Ball
Claydol,Wise Glasses,Earth Power,Psychic,Charge Beam,Ice Beam
Claydol,Lax Incense,Earthquake,Zen Headbutt,Rock Slide,Explosion
Cradily,Razor Claw,Ancient Power,Energy Ball,Confuse Ray,Sandstorm
Cradily,Leftovers,Toxic,Stockpile,Double Team,Ingrain
Cradily,Big Root,Giga Drain,Sludge Bomb,Recover,Ingrain
Cradily,Leftovers,Stone Edge,Seed Bomb,Earthquake,Mirror Coat
Armaldo,Razor Claw,X-Scissor,Rock Slide,Earthquake,Iron Defense
Armaldo,Scope Lens,Crush Claw,Aqua Tail,Aerial Ace,Swagger
Armaldo,Choice Band,Stone Edge,Superpower,Earthquake,Giga Impact
Armaldo,Life Orb,Stone Edge,X-Scissor,Earthquake,Cross Poison
Milotic,Shell Bell,Surf,Ice Beam,Attract,Hypnosis
Milotic,Leftovers,Toxic,Confuse Ray,Double Team,Aqua Ring
Milotic,Wide Lens,Hydro Pump,Blizzard,Mirror Coat,Recover
Milotic,Lum Berry,Surf,Ice Beam,Dragon Pulse,Recover
Absol,Chople Berry,Sucker Punch,Facade,Double Team,Taunt
Absol,Quick Claw,Punishment,Swagger,Attract,Thunder Wave
Absol,Razor Claw,Night Slash,Psycho Cut,X-Scissor,Aerial Ace
Absol,Choice Band,Night Slash,Superpower,Giga Impact,Zen Headbutt
Glalie,Iron Ball,Avalanche,Payback,Gyro Ball,Ice Shard
